reading,word,pos,comment
ちゅうおうとしょかん,中央図書館,proper_noun_place,附属図書館の一つ
たいいくげいじゅつとしょかん,体育・芸術図書館,proper_noun_place,附属図書館の一つ
いがくとしょかん,医学図書館,proper_noun_place,附属図書館の一つ
としょかんじょうほうがくとしょかん,図書館情報学図書館,proper_noun_place,附属図書館の一つ
