reading,word,pos,comment
いちのやがくせいしゅくしゃ,一の矢学生宿舎,proper_noun_place,学生宿舎
ひらすながくせいしゅくしゃ,平砂学生宿舎,proper_noun_place,学生宿舎
おいこしがくせいしゅくしゃ,追越学生宿舎,proper_noun_place,学生宿舎
かすががくせいしゅくしゃ,春日学生宿舎,proper_noun_place,学生宿舎
ぐろーばるゔぃれっじ,グローバルヴィレッジ,proper_noun_place,留学生・学生向け居住施設
