reading,word,pos,comment
がくいぷろぐらむ,学位プログラム,proper_noun,筑波大学大学院の学びの単位
がくぐん,学群,proper_noun,筑波大学における学士課程の大きな教育組織
がくじゅついん,学術院,proper_noun,筑波大学における大学院の大きな教育組織
がくるい,学類,proper_noun,筑波大学における学士課程の教育組織
きょうきょうぶんり,教教分離,noun,学生の所属組織と教員の所属組織を分ける仕組み
けい,系,proper_noun,筑波大学における教員の所属組織
けんきゅうぐん,研究群,proper_noun,筑波大学における大学院の教育組織
せんこう,専攻,proper_noun,筑波大学大学院の専門区分
せんもんがくぐん,専門学群,proper_noun,筑波大学における専門的な学士課程の教育組織
そうごうがくいきぐん,総合学域群,proper_noun,総合選抜で入学した学生が1年次に所属する教育組織
